model_name,accuracy_test,accuracy_train,weighted_f1_test,weighted_f1_train,weighted_precision_test,weighted_precision_train,weighted_recall_test,weighted_recall_train,roc_auc_ovr_test,roc_auc_ovr_train,training_time_test,training_time_train,memory_usage_test,memory_usage_train,cohens_kappa_test,cohens_kappa_train,matthews_corrcoef_test,matthews_corrcoef_train,log_loss_test,log_loss_train,confidence_mean_test,confidence_mean_train,confidence_std_test,confidence_std_train,prediction_entropy_test,prediction_entropy_train,ensemble_size,ensemble_type,family,is_ensemble,is_boosting,is_parametric,overfit_gap_f1,underfit_score_f1,brier_approx,z_time,z_mem,complexity_score,co2_proxy,cluster,tradeoff_score
lightgbm_xgboost_randomforest_ablation_voting,0.8451935081148564,0.967478152309613,0.8395461431425876,0.967659021972358,0.8378733588684454,0.9681089152452976,0.8451935081148564,0.967478152309613,0.897632204445679,0.9956651302082872,5.841517686843872,5.841517686843872,0.0,0.0,0.6174215776633735,0.923849667794698,0.6194864471973972,0.9240486882107992,0.5255708085066934,0.3834315244975911,0.6744901142289106,0.6955810536912879,0.1041202814814469,0.0914697961634814,0.8059782617490403,0.7842504398913033,3,voting,mixed,True,False,False,0.1281128788297704,0.8395461431425876,0.7582383990686096,-0.23681475869681878,-0.6123580329326753,-0.3491727916294941,-2.0396990380683397,0,-1.6732728926656806
lightgbm_xgboost_randomforest_ablation_weighted,0.8451935081148564,0.967478152309613,0.8395461431425876,0.967659021972358,0.8378733588684454,0.9681089152452976,0.8451935081148564,0.967478152309613,0.897632204445679,0.9956651302082872,5.775298357009888,5.775298357009888,0.0,0.0,0.6174215776633735,0.923849667794698,0.6194864471973972,0.9240486882107992,0.5255708085066934,0.3834315244975911,0.6744901142289106,0.6955810536912879,0.1041202814814469,0.0914697961634814,0.8059782617490403,0.7842504398913033,3,weighted,mixed,True,False,False,0.1281128788297704,0.8395461431425876,0.7582383990686096,-0.23687640088301756,-0.6123580329326753,-0.34923443381569286,-2.016933051827049,0,-1.6447164249969466
xgboost_catboost_lightgbm,0.846441947565543,0.9397003745318352,0.8367642508557441,0.9386581868516064,0.8375105174975443,0.9396703404065322,0.846441947565543,0.9397003745318352,0.8967713091844051,0.9896276613158046,10.222209215164185,10.222209215164185,0.2000000000000028,0.2000000000000028,0.6047890788400119,0.8522567164760475,0.6116316340991913,0.8537913649143327,0.4053181417784705,0.2333847064087778,0.8147723012531024,0.8266137731997114,0.1432071060299528,0.1370062029006679,0.487455907444564,0.4655233199681866,3,none,tree_boosting,True,True,False,0.10189393599586227,0.8367642508557441,0.5847504731261292,-0.23273686477150943,-0.5055730565915922,-0.2383099213631017,-2.4360538742229503,0,-3.847129581881759
stacked_lightgbm_xgboost_catboost_ridge,0.846441947565543,0.9397003745318352,0.8367642508557441,0.9386581868516064,0.8375105174975443,0.9396703404065322,0.846441947565543,0.9397003745318352,0.8967713091844051,0.9896276613158046,21.34669685363769,21.34669685363769,3.299999999999997,3.299999999999997,0.6047890788400119,0.8522567164760475,0.6116316340991913,0.8537913649143327,0.4053181417784705,0.2333847064087778,0.8147723012531023,0.8266137731997114,0.1432071060299528,0.1370062029006679,0.487455907444564,0.4655233199681866,4,none,mixed,True,False,False,0.10189393599586227,0.8367642508557441,0.5847504731261292,-0.22238131239585415,1.149594076695169,1.6772127642993149,35.80295243854916,0,-17.98717466367293
xgboost_catboost_lightgbm_stacking,0.8459425717852684,0.9395755305867666,0.8364141310682314,0.93847236005646,0.8372794235718556,0.9396002492941996,0.8459425717852684,0.9395755305867666,0.89634991121603,0.989606833951676,9.188021659851074,9.188021659851074,0.0,0.0,0.6035185356330072,0.8517281771211954,0.6103298766013541,0.8533974918203678,0.4064103127353877,0.2333354199986882,0.8148594458067568,0.8267945504345712,0.1436201157505726,0.137110036099816,0.4869553282052276,0.4650424669106434,3,stacking,tree_boosting,True,True,False,0.10205822898822858,0.8364141310682314,0.5863261427494766,-0.23369956829038946,-0.6123580329326753,-0.3460576012230647,-3.1795847355936244,0,-3.121679751738581
xgboost_catboost_lightgbm_voting,0.8459425717852684,0.9395755305867666,0.8364141310682314,0.93847236005646,0.8372794235718556,0.9396002492941996,0.8459425717852684,0.9395755305867666,0.89634991121603,0.989606833951676,9.21343755722046,9.21343755722046,0.0,0.0,0.6035185356330072,0.8517281771211954,0.6103298766013541,0.8533974918203678,0.4064103127353877,0.2333354199986882,0.8148594458067568,0.8267945504345712,0.1436201157505726,0.137110036099816,0.4869553282052276,0.4650424669106434,3,voting,tree_boosting,True,True,False,0.10205822898822858,0.8364141310682314,0.5863261427494766,-0.23367590916424033,-0.6123580329326753,-0.3460339420969156,-3.1881621181887727,0,-3.1326722239042444
xgboost_catboost_lightgbm_stacking_ridge,0.8459425717852684,0.9395755305867666,0.8364141310682314,0.93847236005646,0.8372794235718556,0.9396002492941996,0.8459425717852684,0.9395755305867666,0.89634991121603,0.989606833951676,9.068726539611816,9.068726539611816,0.0,0.0,0.6035185356330072,0.8517281771211954,0.6103298766013541,0.8533974918203678,0.4064103127353877,0.2333354199986882,0.8148594458067568,0.8267945504345712,0.1436201157505726,0.137110036099816,0.4869553282052276,0.4650424669106434,4,stacking,mixed,True,False,False,0.10205822898822858,0.8364141310682314,0.5863261427494766,-0.2338106176174187,-0.6123580329326753,-0.09616865055009405,-0.8721271935222924,0,-3.5235237000332185
xgboost_catboost_lightgbm_weighted,0.8459425717852684,0.9395755305867666,0.8364141310682314,0.93847236005646,0.8372794235718556,0.9396002492941996,0.8459425717852684,0.9395755305867666,0.89634991121603,0.989606833951676,8.971959352493286,8.971959352493286,0.0,0.0,0.6035185356330072,0.8517281771211954,0.6103298766013541,0.8533974918203678,0.4064103127353877,0.2333354199986882,0.8148594458067568,0.8267945504345712,0.1436201157505726,0.137110036099816,0.4869553282052276,0.4650424669106434,3,weighted,tree_boosting,True,True,False,0.10205822898822858,0.8364141310682314,0.5863261427494766,-0.23390069616368678,-0.6123580329326753,-0.34625872909636213,-3.1066192428985455,0,-3.0282416965987027
xgboost_parametric,0.8344569288389513,0.962047440699126,0.8362825999621534,0.962836417608226,0.8389827709498775,0.9668435814469176,0.8344569288389513,0.962047440699126,0.8902928580438418,0.9995055809114544,82.34166932106018,82.34166932106018,0.0,0.0,0.6191851960210649,0.9147917932302684,0.6199005599026719,0.9180848040119264,0.5986778081635075,0.325540174159531,0.7237248941063475,0.7552014702960861,0.1335407401312382,0.1390852286963499,0.7105112612856637,0.6496761620761662,1,parametric,tree_boosting,True,True,True,0.12655381764607265,0.8362825999621534,0.8637095049277664,-0.1656023709681555,-0.6123580329326753,-0.7779604039008308,-64.05855832288063,0,-27.52284039599181
lightgbm_catboost_advancedsvm,0.8456928838951311,0.9114856429463172,0.8322964542723725,0.9078622795617362,0.8374305495946801,0.9120607663498056,0.8456928838951311,0.9114856429463172,0.8882280747074935,0.9812685068670968,716.0370728969574,716.0370728969574,0.2000000000000028,0.2000000000000028,0.5889602217640887,0.7744662243404791,0.6024482789304023,0.7808675340506348,0.4462743434961729,0.3162813129212682,0.7643175852116498,0.7684630282088184,0.1330625871545624,0.136593231856038,0.5896540344211335,0.5770617937402941,3,none,mixed,True,False,False,0.07556582528936362,0.8322964542723725,0.6438377822379064,0.4242913980937946,-0.5055730565915922,0.4187183415022024,299.8178556175056,3,-417.2098111177075
